record_no	video_id	vid	start_time	end_time	start_frame	end_frame	caption
2538	S28_Pizza_7150991-1	f70_i002_a00	21.0	23.0	630	720	closing a fridge .
2539	S14_Brownie_7150991-1526	f25_i011_a00	92.0	93.0	2760	2820	opening a base cabinet .
2540	S19_Brownie_7150991-848	f48_i003_a00	26.0	30.0	780	930	pouring tap water into a big measuring cup .
2541	S15_Brownie_7150991-4296	f29_i008_a00	31.0	43.0	930	1320	beating eggs with a fork .
2542	S08_Sandwich_7150991-539	f08_i002_a00	22.0	23.0	660	720	taking a butter knife from a drawer .
2543	S07_Sandwich_7150991-2343	f04_i002_a00	35.0	39.0	1050	1200	taking a paper plate from a cabinet .
2544	S28_Pizza_7150991-1	f70_i030_a00	320.0	321.0	9600	9660	opening a cabinet .
2545	S48_Salad_7150991-222	f135_i018_a00	154.0	164.0	4620	4950	peeling a zucchini with a peeler .
2546	S16_Salad_7150991-1308	f37_i033_a00	344.0	346.0	10320	10410	shaking a dressing bottle .
2547	S18_Salad_7150991-649	f46_i024_a00	189.0	196.0	5670	5910	putting ingredients into a fridge .
2548	S17_Sandwich_7150991-4305	f43_i028_a00	136.0	147.0	4080	4440	closing a bag of sliced bread with a twist tie .
2549	S19_Pizza_7150991-399	f50_i002_a00	25.0	27.0	750	840	putting ingredients on a counter .
2550	S50_Pizza_7150991-250	f143_i013_a00	302.0	303.0	9060	9120	opening a tomato sauce jar .
2551	S16_Pizza_7150991-3739	f36_i047_a00	493.0	502.0	14790	15090	putting pepperoni slices on pizza crust .
2552	S15_Pizza_7150991-5341	f31_i016_a00	144.0	149.0	4320	4500	taking a block cheese out of a package .
2553	S13_Brownie_7150991-631	f21_i023_a00	143.0	148.0	4290	4470	reading the lines on a measuring cup .
2554	S25_Brownie_7150991-763	f63_i005_a00	29.0	34.0	870	1050	taking eggs from an egg carton in a fridge .
2555	S53_Eggs_7150991-187	f152_i008_a00	32.0	34.0	960	1050	putting an oil bottle into a base cabinet .
2556	S47_Brownie_7150991-179	f127_i025_a00	108.0	111.0	3240	3360	taking a kitchen knife from a drawer .
2557	S19_Pizza_7150991-399	f50_i010_a00	73.0	75.0	2190	2280	crumpling a pizza crust can label .
2558	S49_Brownie_7150991-202	f136_i016_a00	104.0	106.0	3120	3210	taking a big measuring cup from a cabinet .
2559	S13_Brownie_7150991-631	f21_i008_a00	50.0	51.0	1500	1560	opening a base cabinet .
2560	S54_Sandwich_7150991-305	f160_i021_a00	107.0	111.0	3210	3360	spreading peanut butter on a slice of bread with a butter knife .
2561	S13_Salad_7150991-158	f23_i006_a00	66.0	68.0	1980	2070	taking a kitchen knife from a drawer .
2562	S49_Brownie_7150991-202	f136_i009_a00	44.0	50.0	1320	1530	opening a bag of brownie mix .
2563	S11_Eggs_7150991-1247	f13_i009_a00	36.0	38.0	1080	1170	swirling oil around in a frying pan .
2564	S16_Salad_7150991-1308	f37_i032_a00	342.0	343.0	10260	10320	putting a bag of croutons into a cabinet .
2565	S35_Pizza_7150991-218	f104_i017_a00	219.0	234.0	6570	7050	spreading tomato sauce on pizza crust with a spoon .
2566	S50_Eggs_7150991-313	f142_i027_a00	141.0	143.0	4230	4320	taking a salt bottle from a cabinet .
2567	S35_Brownie_7150991-200	f102_i013_a00	109.0	110.0	3270	3330	opening a cabinet .
2568	S41_Salad_7150991-349	f125_i003_a00	25.0	31.0	750	960	closing a fridge .
2569	S47_Pizza_7150991-191	f129_i016_a00	206.0	208.0	6180	6270	closing a tomato sauce jar .
2570	S14_Salad_7150991-1238	f28_i020_a00	231.0	233.0	6930	7020	closing a bag of croutons .
2571	S28_Pizza_7150991-1	f70_i003_a00	24.0	27.0	720	840	putting ingredients on a counter .
2572	S17_Eggs_7150991-1187	f40_i036_a00	195.0	196.0	5850	5910	turning a gas stove knob .
2573	S29_Salad_7150991-1	f76_i024_a00	213.0	225.0	6390	6780	cutting lettuce leaves with a kitchen knife .
2574	S22_Pizza_7150991-664	f59_i014_a00	109.0	116.0	3270	3510	fixing a tear in pizza crust .
2575	S16_Eggs_7150991-858	f35_i001_a00	10.0	12.0	300	390	taking a fork from a drawer .
2576	S41_Pizza_7150991-287	f124_i001_a00	16.0	18.0	480	570	taking a baking pan out of an oven .
2577	S48_Eggs_7150991-637	f133_i019_a00	98.0	101.0	2940	3060	twisting off an oil bottle cap .
2578	S22_Salad_7150991-952	f60_i029_a00	284.0	285.0	8520	8580	opening a dressing bottle .
2579	S47_Brownie_7150991-179	f127_i044_a00	341.0	351.0	10230	10560	putting a baking pan into an oven .
2580	S29_Pizza_7150991-1	f75_i009_a00	53.0	62.0	1590	1890	opening a pizza crust can with hands .
2581	S22_Sandwich_7150991-878	f61_i026_a00	158.0	159.0	4740	4800	closing a peanut butter jar .
2582	S13_Brownie_7150991-631	f21_i026_a00	162.0	163.0	4860	4920	opening a cabinet .
2583	S28_Pizza_7150991-1	f70_i040_a00	430.0	434.0	12900	13050	taking a cutting board from the corner of a counter .
2584	S47_Brownie_7150991-179	f127_i018_a00	68.0	71.0	2040	2160	pouring oil into a small measuring cup .
2585	S50_Brownie_7150991-203	f141_i009_a00	59.0	60.0	1770	1830	opening a cabinet .
2586	S25_Salad_7150991-302	f66_i001_a00	13.0	23.0	390	720	taking ingredients from a fridge .
2587	S36_Sandwich_7150991-165	f111_i012_a00	64.0	66.0	1920	2010	taking a butter knife from a drawer .
2588	S50_Eggs_7150991-313	f142_i010_a00	46.0	49.0	1380	1500	twisting off an oil bottle cap .
2589	S48_Salad_7150991-222	f135_i022_a00	202.0	207.0	6060	6240	putting zucchini slices into a bowl .
2590	S18_Eggs_7150991-3391	f45_i020_a00	89.0	92.0	2670	2790	closing a salt bottle .
2591	S48_Brownie_7150991-179	f132_i014_a00	71.0	73.0	2130	2220	twisting off an oil bottle cap .
2592	S07_Sandwich_7150991-2343	f04_i015_a00	127.0	130.0	3810	3930	spreading strawberry jam on a slice of bread with a butter knife .
2593	S40_Brownie_7150991-288	f117_i047_a00	355.0	358.0	10650	10770	stirring brownie batter with a whisk .
2594	S14_Brownie_7150991-1526	f25_i014_a00	110.0	114.0	3300	3450	reading the instructions on a box of brownie mix .
2595	S32_Sandwich_7150991-1	f91_i022_a00	93.0	100.0	2790	3030	scooping out blueberry jam from a jar with a butter knife .
2596	S53_Salad_7150991-143	f154_i018_a00	148.0	151.0	4440	4560	taking a peeler from a drawer .
2597	S24_Brownie_7150991-483	f62_i018_a00	129.0	166.0	3870	5010	mixing the ingredients of brownie in a big bowl with a fork .
2598	S31_Brownie_7150991-1	f82_i025_a00	225.0	230.0	6750	6930	taking a bag of brownie mix out of a box .
2599	S19_Brownie_7150991-848	f48_i012_a00	97.0	98.0	2910	2970	opening a drawer .
2600	S20_Sandwich_7150991-1256	f57_i013_a00	98.0	100.0	2940	3030	taking a spoon from a drawer .
2601	S41_Salad_7150991-349	f125_i016_a00	95.0	97.0	2850	2940	taking a peeler from a drawer .
2602	S53_Salad_7150991-143	f154_i029_a00	278.0	279.0	8340	8400	shaking a dressing bottle .
2603	S49_Sandwich_7150991-511	f140_i011_a00	68.0	70.0	2040	2130	opening a blueberry jam jar .
2604	S12_Salad_7150991-2146	f19_i017_a00	208.0	221.0	6240	6660	putting ingredients into a fridge .
2605	S31_Pizza_7150991-1	f84_i012_a00	188.0	190.0	5640	5730	opening a cabinet .
2606	S47_Pizza_7150991-191	f129_i001_a00	12.0	14.0	360	450	taking a pizza crust can from a fridge .
2607	S20_Brownie_7150991-236	f53_i015_a00	123.0	130.0	3690	3930	taking a bag of brownie mix out of a box .
2608	S40_Pizza_7150991-206	f119_i038_a00	461.0	463.0	13830	13920	closing a tomato sauce jar .
2609	S53_Salad_7150991-143	f154_i017_a00	142.0	147.0	4260	4440	taking a zucchini out of a bag .
2610	S33_Brownie_7150991-211	f92_i046_a00	349.0	359.0	10470	10800	spraying oil on a baking pan .
2611	S25_Brownie_7150991-763	f63_i028_a00	306.0	312.0	9180	9390	putting a baking pan into an oven .
2612	S11_Pizza_7150991-2116	f14_i003_a00	22.0	24.0	660	750	closing a base cabinet .
2613	S24_Brownie_7150991-483	f62_i019_a00	169.0	171.0	5070	5160	taking a small measuring cup from a cabinet .
2614	S20_Brownie_7150991-236	f53_i021_a00	169.0	185.0	5070	5580	pouring brownie mix into a big bowl .
2615	S35_Brownie_7150991-200	f102_i021_a00	137.0	145.0	4110	4380	pouring oil into a small measuring cup .
2616	S14_Brownie_7150991-1526	f25_i019_a00	157.0	159.0	4710	4800	putting a big measuring cup into a sink .
2617	S49_Brownie_7150991-202	f136_i036_a00	304.0	312.0	9120	9390	putting a baking pan into an oven .
2618	S16_Brownie_7150991-1431	f34_i046_a00	399.0	407.0	11970	12240	putting a baking pan into an oven .
2619	S33_Brownie_7150991-211	f92_i009_a00	74.0	76.0	2220	2310	taking a paper towel from a counter .
2620	S49_Brownie_7150991-202	f136_i034_a00	254.0	257.0	7620	7740	putting a cap on a cooking spray .
2621	S51_Eggs_7150991-512	f147_i002_a00	28.0	30.0	840	930	putting eggs on a counter .
2622	S54_Eggs_7150991-251	f157_i007_a00	43.0	46.0	1290	1410	taking an egg from an egg carton .
2623	S12_Salad_7150991-2146	f19_i020_a00	235.0	242.0	7050	7290	pouring dressing on a salad .
2624	S15_Brownie_7150991-4296	f29_i031_a00	196.0	199.0	5880	6000	putting a baking pan into an oven .
2625	S19_Brownie_7150991-848	f48_i023_a00	170.0	174.0	5100	5250	putting a bag of brownie mix into a box .
2626	S40_Brownie_7150991-288	f117_i016_a00	64.0	69.0	1920	2100	cracking an egg into a big bowl .
2627	S25_Salad_7150991-302	f66_i024_a00	140.0	142.0	4200	4290	putting croutons on a salad .
2628	S47_Sandwich_7150991-197	f131_i016_a00	173.0	181.0	5190	5460	putting a slice of bread on top of another slice of bread .
2629	S31_Brownie_7150991-1	f82_i023_a00	207.0	212.0	6210	6390	pouring oil into a big bowl .
2630	S15_Brownie_7150991-4296	f29_i026_a00	161.0	163.0	4830	4920	putting a cap on a cooking spray .
2631	S50_Pizza_7150991-250	f143_i015_a00	313.0	353.0	9390	10620	spreading tomato sauce on pizza crust with a spoon .
2632	S22_Sandwich_7150991-878	f61_i019_a00	87.0	96.0	2610	2910	spreading blueberry jam on a slice of bread with a butter knife .
2633	S13_Eggs_7150991-1728	f22_i037_a00	246.0	270.0	7380	8130	scooping out remaining beaten egg from a big bowl with a spoon .
2634	S20_Salad_7150991-475	f56_i019_a00	191.0	203.0	5730	6120	putting zucchini slices into a bowl .
2635	S20_Salad_7150991-475	f56_i002_a00	24.0	28.0	720	870	taking a dressing bottle from a fridge .
2636	S49_Brownie_7150991-202	f136_i000_a00	17.0	18.0	510	570	opening a cabinet .
2637	S29_Salad_7150991-1	f76_i013_a00	114.0	119.0	3420	3600	putting carrot slices into a bowl .
2638	S47_Sandwich_7150991-197	f131_i014_a00	143.0	167.0	4290	5040	spreading blueberry jam on a slice of bread with a butter knife .
2639	S16_Eggs_7150991-858	f35_i009_a00	38.0	40.0	1140	1230	twisting off an oil bottle cap .
2640	S54_Brownie_7150991-308	f156_i005_a00	28.0	29.0	840	900	opening a cabinet .
2641	S53_Brownie_7150991-211	f151_i005_a00	35.0	37.0	1050	1140	taking a big bowl from a cabinet .
2642	S22_Pizza_7150991-664	f59_i019_a00	146.0	148.0	4380	4470	opening a tomato sauce jar .
2643	S48_Brownie_7150991-179	f132_i039_a00	402.0	406.0	12060	12210	pressing the buttons on an oven .
2644	S19_Pizza_7150991-399	f50_i030_a00	507.0	531.0	15210	15960	grating a block cheese onto pizza crust with a cheese grater .
2645	S17_Eggs_7150991-1187	f40_i023_a00	104.0	110.0	3120	3330	putting pepper on a hand .
2646	S31_Pizza_7150991-1	f84_i005_a00	57.0	63.0	1710	1920	taking a baking pan out of an oven .
2647	S47_Salad_7150991-196	f130_i005_a00	25.0	27.0	750	840	taking a kitchen knife from a drawer .
2648	S20_Pizza_7150991-180	f55_i020_a00	230.0	232.0	6900	6990	taking a packaged block cheese from a fridge .
2649	S48_Brownie_7150991-179	f132_i022_a00	113.0	124.0	3390	3750	opening a bag of brownie mix .
2650	S34_Salad_7150991-200	f100_i013_a00	80.0	83.0	2400	2520	putting lettuce leaves into a bowl .
2651	S17_Sandwich_7150991-4305	f43_i006_a00	26.0	29.0	780	900	taking jars from a fridge .
2652	S17_Brownie_7150991-1231	f39_i014_a00	117.0	119.0	3510	3600	putting an oil bottle into a base cabinet .
2653	S54_Brownie_7150991-308	f156_i021_a00	98.0	102.0	2940	3090	taking a whisk from a drawer .
2654	S31_Sandwich_7150991-1	f86_i009_a00	47.0	48.0	1410	1470	putting a butter knife on a counter .
2655	S54_Pizza_7150991-192	f158_i007_a00	55.0	70.0	1650	2130	opening a pizza crust can with hands .
2656	S08_Salad_7150991-649	f07_i021_a00	192.0	202.0	5760	6090	putting ingredients into a fridge .
2657	S48_Eggs_7150991-637	f133_i005_a00	33.0	38.0	990	1170	cracking an egg into a big bowl .
2658	S35_Salad_7150991-146	f105_i027_a00	183.0	196.0	5490	5910	peeling a zucchini with a peeler .
2659	S25_Eggs_7150991-325	f64_i030_a00	313.0	314.0	9390	9450	turning off a gas stove .
2660	S48_Pizza_7150991-259	f134_i019_a00	312.0	314.0	9360	9450	taking a kitchen knife from a drawer .
2661	S50_Eggs_7150991-313	f142_i000_a00	10.0	12.0	300	390	opening a fridge .
2662	S47_Salad_7150991-196	f130_i040_a00	333.0	336.0	9990	10110	twisting off a dressing bottle cap .
2663	S11_Eggs_7150991-1247	f13_i005_a00	26.0	27.0	780	840	twisting off an oil bottle cap .
2664	S49_Pizza_7150991-198	f138_i011_a00	102.0	105.0	3060	3180	taking a spoon from a drawer .
2665	S19_Brownie_7150991-848	f48_i024_a00	177.0	178.0	5310	5370	putting scissors into a drawer .
2666	S25_Pizza_7150991-293	f65_i017_a00	155.0	159.0	4650	4800	cutting the package of a block cheese with a kitchen knife .
2667	S29_Pizza_7150991-1	f75_i002_a00	20.0	22.0	600	690	opening a fridge .
2668	S14_Salad_7150991-1238	f28_i023_a00	241.0	244.0	7230	7350	taking a dressing bottle from a fridge .
2669	S18_Sandwich_7150991-893	f47_i015_a00	100.0	101.0	3000	3060	closing a blueberry jam jar .
2670	S47_Pizza_7150991-191	f129_i036_a00	398.0	403.0	11940	12120	putting a baking pan into an oven .
2671	S47_Pizza_7150991-191	f129_i026_a00	288.0	290.0	8640	8730	taking a cheese grater from a cabinet .
2672	S53_Eggs_7150991-187	f152_i005_a00	22.0	23.0	660	720	twisting off an oil bottle cap .
2673	S13_Brownie_7150991-631	f21_i034_a00	233.0	237.0	6990	7140	cracking an egg into a big bowl .
2674	S47_Salad_7150991-196	f130_i030_a00	267.0	273.0	8010	8220	putting zucchini slices into a bowl .
2675	S53_Eggs_7150991-187	f152_i016_a00	73.0	75.0	2190	2280	taking a pepper bottle from a cabinet .
2676	S25_Salad_7150991-302	f66_i026_a00	147.0	148.0	4410	4470	putting a bag of croutons into a cabinet .
2677	S47_Salad_7150991-196	f130_i021_a00	123.0	127.0	3690	3840	taking a carrot out of a bag .
2678	S51_Eggs_7150991-512	f147_i008_a00	49.0	52.0	1470	1590	taking an oil bottle from a base cabinet .
2679	S33_Brownie_7150991-211	f92_i011_a00	84.0	85.0	2520	2580	opening a drawer .
2680	S16_Eggs_7150991-858	f35_i000_a00	7.0	9.0	210	300	taking a big bowl from a cabinet .
2681	S20_Salad_7150991-475	f56_i011_a00	113.0	115.0	3390	3480	taking a peeler from a drawer .
2682	S36_Sandwich_7150991-165	f111_i007_a00	50.0	53.0	1500	1620	taking slices of bread out of a bag .
2683	S20_Pizza_7150991-180	f55_i030_a00	382.0	390.0	11460	11730	squeezing a pepperoni stick out of a package .
2684	S22_Pizza_7150991-664	f59_i049_a00	766.0	770.0	22980	23130	cutting a pepperoni slice into pieces with a kitchen knife .
2685	S16_Pizza_7150991-3739	f36_i045_a00	482.0	485.0	14460	14580	putting pepperoni slices on pizza crust .
2686	S19_Pizza_7150991-399	f50_i036_a00	573.0	575.0	17190	17280	taking a kitchen knife from a drawer .
2687	S50_Eggs_7150991-313	f142_i018_a00	82.0	86.0	2460	2610	cracking an egg into a big bowl .
2688	S35_Sandwich_7150991-204	f106_i015_a00	81.0	82.0	2430	2490	separating two slices of bread on a cutting board .
2689	S53_Pizza_7150991-119	f153_i012_a00	140.0	162.0	4200	4890	spreading tomato sauce on pizza crust with a spoon .
2690	S20_Brownie_7150991-236	f53_i024_a00	218.0	221.0	6540	6660	pressing the buttons on an oven .
2691	S31_Brownie_7150991-1	f82_i000_a00	25.0	27.0	750	840	opening a fridge .
2692	S22_Pizza_7150991-664	f59_i050_a00	771.0	784.0	23130	23550	putting pepperoni pieces on pizza crust .
2693	S18_Salad_7150991-649	f46_i011_a00	92.0	104.0	2760	3150	peeling a zucchini with a peeler .
2694	S16_Brownie_7150991-1431	f34_i016_a00	86.0	87.0	2580	2640	taking a kitchen knife from a drawer .
2695	S40_Pizza_7150991-206	f119_i039_a00	465.0	467.0	13950	14040	putting a tomato sauce jar into a fridge .
2696	S54_Pizza_7150991-192	f158_i026_a00	401.0	419.0	12030	12600	slicing a pepperoni stick on a cutting board with a kitchen knife .
2697	S53_Sandwich_7150991-103	f155_i013_a00	81.0	84.0	2430	2550	opening a blueberry jam jar .
2698	S50_Salad_7150991-243	f144_i028_a00	371.0	385.0	11130	11580	putting croutons on a salad .
2699	S13_Brownie_7150991-631	f21_i048_a00	474.0	479.0	14220	14400	scooping brownie batter in a big bowl with a spoon .
2700	S51_Eggs_7150991-512	f147_i024_a00	109.0	113.0	3270	3420	taking seasonings from a cabinet .
2701	S08_Sandwich_7150991-539	f08_i022_a00	124.0	126.0	3720	3810	putting jars into a fridge .
2702	S51_Salad_7150991-225	f149_i014_a00	126.0	144.0	3780	4350	trying to open a bag of carrots .
2703	S35_Pizza_7150991-218	f104_i035_a00	556.0	563.0	16680	16920	peeling a casing off a pepperoni slice .
2704	S48_Brownie_7150991-179	f132_i033_a00	369.0	375.0	11070	11280	spraying oil on brownie batter in a baking pan .
2705	S20_Eggs_7150991-511	f54_i025_a00	240.0	242.0	7200	7290	taking a spatula from a drawer .
2706	S13_Brownie_7150991-631	f21_i053_a00	583.0	596.0	17490	17910	hitting a spoon against a baking pan .
2707	S14_Brownie_7150991-1526	f25_i010_a00	86.0	89.0	2580	2700	pouring water into a big bowl .
2708	S15_Sandwich_7150991-200	f33_i002_a00	12.0	15.0	360	480	twisting off a twist tie from a bag of sliced bread .
2709	S34_Brownie_7150991-268	f97_i004_a00	26.0	29.0	780	900	taking a cooking spray from a base cabinet .
2710	S16_Pizza_7150991-3739	f36_i010_a00	68.0	72.0	2040	2190	pushing the middle of a pizza crust can with a spoon .
2711	S16_Salad_7150991-1308	f37_i018_a00	235.0	240.0	7050	7230	putting pieces of celery stalks into a sink .
2712	S16_Brownie_7150991-1431	f34_i000_a00	6.0	8.0	180	270	taking a box of brownie mix from a cabinet .
2713	S16_Brownie_7150991-1431	f34_i020_a00	125.0	127.0	3750	3840	pouring tap water into a big measuring cup .
2714	S31_Sandwich_7150991-1	f86_i021_a00	158.0	189.0	4740	5700	spreading blueberry jam on a slice of bread with a butter knife .
2715	S16_Eggs_7150991-858	f35_i023_a00	129.0	132.0	3870	3990	putting seasonings into a cabinet .
2716	S13_Eggs_7150991-1728	f22_i032_a00	205.0	207.0	6150	6240	closing a base cabinet .
2717	S51_Eggs_7150991-512	f147_i011_a00	60.0	62.0	1800	1890	putting a cap on an oil bottle .
2718	S22_Pizza_7150991-664	f59_i001_a00	11.0	13.0	330	420	taking a baking pan from a base cabinet .
2719	S47_Pizza_7150991-191	f129_i034_a00	385.0	391.0	11550	11760	putting pepperoni slices on pizza crust .
2720	S22_Brownie_7150991-921	f58_i007_a00	39.0	41.0	1170	1260	taking a baking pan from a base cabinet .
2721	S20_Pizza_7150991-180	f55_i024_a00	343.0	357.0	10290	10740	spreading grated cheese on pizza crust .
2722	S50_Sandwich_7150991-450	f145_i008_a00	42.0	45.0	1260	1380	taking a butter knife from a drawer .
2723	S17_Eggs_7150991-1187	f40_i014_a00	73.0	77.0	2190	2340	wiping hands with a paper towel .
2724	S20_Salad_7150991-475	f56_i004_a00	35.0	40.0	1050	1230	opening a bag of lettuce .
2725	S17_Salad_7150991-822	f42_i023_a00	352.0	354.0	10560	10650	putting a bag of croutons into a cabinet .
2726	S22_Salad_7150991-952	f60_i004_a00	27.0	29.0	810	900	taking a dressing bottle from a fridge .
2727	S49_Brownie_7150991-202	f136_i001_a00	19.0	21.0	570	660	taking a big bowl from a cabinet .
2728	S33_Brownie_7150991-211	f92_i020_a00	130.0	131.0	3900	3960	opening a base cabinet .
2729	S15_Eggs_7150991-424	f30_i014_a00	52.0	54.0	1560	1650	sprinkling pepper on a beaten egg in a big bowl .
2730	S50_Brownie_7150991-203	f141_i017_a00	109.0	115.0	3270	3480	cracking an egg into a big bowl .
2731	S20_Brownie_7150991-236	f53_i020_a00	165.0	168.0	4950	5070	pouring oil into a big bowl .
2732	S18_Sandwich_7150991-893	f47_i004_a00	29.0	31.0	870	960	taking jars from a fridge .
2733	S20_Eggs_7150991-511	f54_i031_a00	295.0	297.0	8850	8940	putting an omelet on a paper plate .
